Buy Threshold,Sell Threshold,Risk Reward Ratio,Loss Buffer,Risk Per Trade,Start Date,End Date,Backtest Duration,Total Trades,Total Buys,Total Sells,Initial Balance,Final Balance,Total Returns,Total Returns (%),Annualised Returns (%),Average Returns,Average Returns (%),Average Trade Duration,Number of Winners,Number of Long Winners,Number of Short Winners,Average Winner Returns,Average Winner Returns (%),Number of Losers,Number of Long Losers,Number of Short Losers,Average Loser Returns,Average Loser Returns (%),Win Rate (%),Average Drawdown,Average Drawdown (%),Max Loss Streak,Buy and Hold Returns,Buy and Hold Returns (%),Annualised Buy and Hold Returns (%),Performance vs Buy and Hold (%)
15,75,8,3,5,2011-01-03,2024-08-01,4959,83,43,40,100000,49316.87,-50683.13,-50.68,-3.9,-610.64,-0.61,68,8,6,2,20157.85,39.94,75,37,38,-2825.95,-4.99,9.64,-2704.99,-4.81,16,450086.03,350.09,26.93,-89.04
15,75,8,4,1,2011-01-03,2024-08-01,4959,57,27,30,100000,96764.21,-3235.79,-3.24,-0.25,-56.77,-0.06,115,6,5,1,7443.62,7.96,51,22,29,-939.17,-1.0,10.53,-889.36,-0.94,11,450086.03,350.09,26.93,-78.5
15,75,8,4,2,2011-01-03,2024-08-01,4959,57,27,30,100000,93183.81,-6816.19,-6.82,-0.52,-119.58,-0.12,115,6,5,1,14032.91,15.98,51,22,29,-1784.58,-1.99,10.53,-1689.72,-1.89,11,450086.03,350.09,26.93,-79.3
15,75,8,4,3,2011-01-03,2024-08-01,4959,57,27,30,100000,88955.09,-11044.91,-11.04,-0.85,-193.77,-0.19,115,6,5,1,19773.89,23.95,51,22,29,-2542.91,-2.99,10.53,-2406.67,-2.84,11,450086.03,350.09,26.93,-80.24
15,75,8,4,4,2011-01-03,2024-08-01,4959,57,27,30,100000,84572.51,-15427.49,-15.43,-1.19,-270.66,-0.27,115,6,5,1,24866.62,31.95,51,22,29,-3227.98,-3.99,10.53,-3054.0,-3.78,11,450086.03,350.09,26.93,-81.21
15,75,8,4,5,2011-01-03,2024-08-01,4959,57,27,30,100000,79965.39,-20034.61,-20.03,-1.54,-351.48,-0.35,115,6,5,1,29388.12,39.97,51,22,29,-3850.26,-4.99,10.53,-3641.5,-4.73,11,450086.03,350.09,26.93,-82.23
15,75,8,5,1,2011-01-03,2024-08-01,4959,47,24,23,100000,97499.33,-2500.67,-2.5,-0.19,-53.21,-0.05,142,5,5,0,7565.96,7.94,42,19,23,-960.25,-0.99,10.64,-899.5,-0.93,11,450086.03,350.09,26.93,-78.34
15,75,8,5,2,2011-01-03,2024-08-01,4959,47,24,23,100000,94337.14,-5662.86,-5.66,-0.44,-120.49,-0.12,142,5,5,0,14507.65,15.95,42,19,23,-1861.93,-1.99,10.64,-1742.94,-1.87,11,450086.03,350.09,26.93,-79.04
15,75,8,5,3,2011-01-03,2024-08-01,4959,47,24,23,100000,90426.61,-9573.39,-9.57,-0.74,-203.69,-0.2,142,5,5,0,20792.75,23.95,42,19,23,-2703.27,-2.99,10.64,-2528.82,-2.81,11,450086.03,350.09,26.93,-79.91
15,75,8,5,4,2011-01-03,2024-08-01,4959,47,24,23,100000,85952.66,-14047.34,-14.05,-1.08,-298.88,-0.3,142,5,5,0,26475.04,31.95,42,19,23,-3486.25,-3.99,10.64,-3259.24,-3.74,11,450086.03,350.09,26.93,-80.9
15,75,8,5,5,2011-01-03,2024-08-01,4959,47,24,23,100000,80949.65,-19050.35,-19.05,-1.47,-405.33,-0.41,142,5,5,0,31574.9,39.94,42,19,23,-4212.5,-5.0,10.64,-3935.7,-4.68,11,450086.03,350.09,26.93,-82.01
15,75,10,1,1,2011-01-03,2024-08-01,4959,238,129,109,100000,36773.63,-63226.37,-63.23,-4.86,-265.66,-0.27,11,13,11,2,5374.95,9.98,225,118,107,-591.56,-1.0,5.46,-578.25,-0.98,34,450086.03,350.09,26.93,-91.83
15,75,10,1,2,2011-01-03,2024-08-01,4959,238,129,109,100000,12282.05,-87717.95,-87.72,-6.75,-368.56,-0.37,11,13,11,2,5692.7,19.97,225,118,107,-718.77,-2.0,5.46,-699.68,-1.96,34,450086.03,350.09,26.93,-97.27
15,75,10,1,3,2011-01-03,2024-08-01,4959,238,129,109,100000,3779.14,-96220.86,-96.22,-7.4,-404.29,-0.4,11,13,11,2,4527.24,29.91,225,118,107,-689.22,-2.99,5.46,-667.78,-2.93,34,450086.03,350.09,26.93,-99.16
15,75,10,1,4,2011-01-03,2024-08-01,4959,238,129,109,100000,1087.82,-98912.18,-98.91,-7.61,-415.6,-0.42,11,13,11,2,3240.52,39.66,225,118,107,-626.84,-3.97,5.46,-604.46,-3.89,34,450086.03,350.09,26.93,-99.76
15,75,10,1,5,2011-01-03,2024-08-01,4959,238,129,109,100000,321.47,-99678.53,-99.68,-7.67,-418.82,-0.42,11,13,11,2,2248.63,49.5,225,118,107,-572.94,-4.92,5.46,-550.17,-4.82,34,450086.03,350.09,26.93,-99.93
15,75,10,2,1,2011-01-03,2024-08-01,4959,125,65,60,100000,60881.94,-39118.06,-39.12,-3.01,-312.94,-0.31,36,7,7,0,7544.08,9.97,118,58,60,-779.04,-1.0,5.6,-754.01,-0.97,23,450086.03,350.09,26.93,-86.47
15,75,10,2,2,2011-01-03,2024-08-01,4959,125,65,60,100000,35770.29,-64229.71,-64.23,-4.94,-513.84,-0.51,36,7,7,0,11412.06,19.97,118,58,60,-1221.31,-2.0,5.6,-1181.43,-1.93,23,450086.03,350.09,26.93,-92.05
15,75,10,2,3,2011-01-03,2024-08-01,4959,125,65,60,100000,20363.68,-79636.32,-79.64,-6.13,-637.09,-0.64,36,7,7,0,12933.27,29.95,118,58,60,-1442.11,-2.99,5.6,-1394.1,-2.9,23,450086.03,350.09,26.93,-95.48
15,75,10,2,4,2011-01-03,2024-08-01,4959,125,65,60,100000,11273.43,-88726.57,-88.73,-6.83,-709.81,-0.71,36,7,7,0,13057.43,39.94,118,58,60,-1526.51,-3.99,5.6,-1474.56,-3.86,23,450086.03,350.09,26.93,-97.5
15,75,10,2,5,2011-01-03,2024-08-01,4959,125,65,60,100000,6039.73,-93960.27,-93.96,-7.23,-751.68,-0.75,36,7,7,0,12344.7,49.89,118,58,60,-1528.59,-4.99,5.6,-1475.18,-4.83,23,450086.03,350.09,26.93,-98.66
15,75,10,3,1,2011-01-03,2024-08-01,4959,71,35,36,100000,94311.26,-5688.74,-5.69,-0.44,-80.12,-0.08,86,6,5,1,9070.07,9.97,65,30,35,-924.76,-1.0,8.45,-890.41,-0.96,14,450086.03,350.09,26.93,-79.05
15,75,10,3,2,2011-01-03,2024-08-01,4959,71,35,36,100000,87195.33,-12804.67,-12.8,-0.98,-180.35,-0.18,86,6,5,1,16492.96,19.97,65,30,35,-1719.42,-2.0,8.45,-1654.45,-1.92,14,450086.03,350.09,26.93,-80.63
15,75,10,3,3,2011-01-03,2024-08-01,4959,71,35,36,100000,79280.44,-20719.56,-20.72,-1.59,-291.82,-0.29,86,6,5,1,22443.22,29.97,65,30,35,-2390.44,-3.0,8.45,-2298.7,-2.89,14,450086.03,350.09,26.93,-82.39
15,75,10,3,4,2011-01-03,2024-08-01,4959,71,35,36,100000,70825.55,-29174.45,-29.17,-2.24,-410.91,-0.41,86,6,5,1,27067.98,39.94,65,30,35,-2947.42,-4.0,8.45,-2832.38,-3.85,14,450086.03,350.09,26.93,-84.26
15,75,10,3,5,2011-01-03,2024-08-01,4959,71,35,36,100000,62297.45,-37702.55,-37.7,-2.9,-531.02,-0.53,86,6,5,1,30547.72,49.94,65,30,35,-3399.83,-5.0,8.45,-3264.79,-4.81,14,450086.03,350.09,26.93,-86.16
15,75,10,4,1,2011-01-03,2024-08-01,4959,57,27,30,100000,97463.88,-2536.12,-2.54,-0.2,-44.49,-0.04,120,5,5,0,9369.95,9.95,52,22,30,-949.73,-1.0,8.77,-899.88,-0.94,14,450086.03,350.09,26.93,-78.35
15,75,10,4,2,2011-01-03,2024-08-01,4959,57,27,30,100000,94027.65,-5972.35,-5.97,-0.46,-104.78,-0.1,120,5,5,0,17735.24,19.95,52,22,30,-1820.16,-1.99,8.77,-1724.14,-1.89,14,450086.03,350.09,26.93,-79.11
15,75,10,4,3,2011-01-03,2024-08-01,4959,57,27,30,100000,89751.31,-10248.69,-10.25,-0.79,-179.8,-0.18,120,5,5,0,25188.11,29.95,52,22,30,-2619.02,-2.99,8.77,-2479.81,-2.84,14,450086.03,350.09,26.93,-80.06
15,75,10,4,4,2011-01-03,2024-08-01,4959,57,27,30,100000,84812.9,-15187.1,-15.19,-1.17,-266.44,-0.27,120,5,5,0,31837.8,39.98,52,22,30,-3353.39,-4.0,8.77,-3173.84,-3.79,14,450086.03,350.09,26.93,-81.16
15,75,10,4,5,2011-01-03,2024-08-01,4959,57,27,30,100000,79283.3,-20716.7,-20.72,-1.59,-363.45,-0.36,120,5,5,0,37709.03,49.97,52,22,30,-4024.27,-4.99,8.77,-3806.98,-4.73,14,450086.03,350.09,26.93,-82.38
15,75,10,5,1,2011-01-03,2024-08-01,4959,41,18,23,100000,102187.09,2187.09,2.19,0.17,53.34,0.05,185,4,4,0,9313.81,9.95,37,14,23,-947.79,-1.0,9.76,-895.13,-0.94,14,450086.03,350.09,26.93,-77.3
15,75,10,5,2,2011-01-03,2024-08-01,4959,41,18,23,100000,102729.39,2729.39,2.73,0.21,66.57,0.07,185,4,4,0,17393.88,19.94,37,14,23,-1806.65,-2.0,9.76,-1704.3,-1.89,14,450086.03,350.09,26.93,-77.18
15,75,10,5,3,2011-01-03,2024-08-01,4959,41,18,23,100000,101873.6,1873.6,1.87,0.14,45.7,0.05,185,4,4,0,24292.61,29.95,37,14,23,-2575.59,-2.99,9.76,-2426.86,-2.83,14,450086.03,350.09,26.93,-77.37
15,75,10,5,4,2011-01-03,2024-08-01,4959,41,18,23,100000,99407.15,-592.85,-0.59,-0.05,-14.46,-0.01,185,4,4,0,29957.98,39.92,37,14,23,-3254.72,-4.0,9.76,-3062.72,-3.78,14,450086.03,350.09,26.93,-77.91
15,75,10,5,5,2011-01-03,2024-08-01,4959,41,18,23,100000,95874.38,-4125.62,-4.13,-0.32,-100.62,-0.1,185,4,4,0,34535.59,49.9,37,14,23,-3845.08,-4.99,9.76,-3613.8,-4.72,14,450086.03,350.09,26.93,-78.7
15,80,1,1,1,2011-01-03,2024-08-01,4959,315,241,74,100000,68000.42,-31999.58,-32.0,-2.46,-101.59,-0.1,1,139,117,22,757.86,1.0,176,124,52,-780.35,-1.0,44.13,-750.54,-0.98,10,450086.03,350.09,26.93,-84.89
15,80,1,1,2,2011-01-03,2024-08-01,4959,315,241,74,100000,44782.33,-55217.67,-55.22,-4.25,-175.29,-0.18,1,139,117,22,1153.26,2.0,176,124,52,-1224.55,-2.0,44.13,-1155.06,-1.96,10,450086.03,350.09,26.93,-90.05
15,80,1,1,3,2011-01-03,2024-08-01,4959,315,241,74,100000,28593.53,-71406.47,-71.41,-5.49,-226.69,-0.23,1,139,117,22,1326.28,3.0,176,124,52,-1453.18,-3.0,44.13,-1343.93,-2.94,10,450086.03,350.09,26.93,-93.65
15,80,1,1,4,2011-01-03,2024-08-01,4959,315,241,74,100000,17695.0,-82305.0,-82.3,-6.33,-261.29,-0.26,1,139,117,22,1374.09,4.0,176,124,52,-1552.86,-4.0,44.13,-1408.63,-3.92,10,450086.03,350.09,26.93,-96.07
15,80,1,1,5,2011-01-03,2024-08-01,4959,315,241,74,100000,10597.96,-89402.04,-89.4,-6.88,-283.82,-0.28,1,139,117,22,1359.1,4.99,176,124,52,-1581.35,-4.99,44.13,-1408.69,-4.89,10,450086.03,350.09,26.93,-97.65
15,80,1,2,1,2011-01-03,2024-08-01,4959,200,161,39,100000,70539.36,-29460.64,-29.46,-2.27,-147.3,-0.15,5,83,73,10,868.11,1.0,117,88,29,-867.64,-1.0,41.5,-719.11,-0.83,7,450086.03,350.09,26.93,-84.33
15,80,1,2,2,2011-01-03,2024-08-01,4959,200,161,39,100000,48762.55,-51237.45,-51.24,-3.94,-256.19,-0.26,5,83,73,10,1512.09,2.0,117,88,29,-1510.61,-2.0,41.5,-1247.24,-1.66,7,450086.03,350.09,26.93,-89.17
15,80,1,2,3,2011-01-03,2024-08-01,4959,200,161,39,100000,33046.36,-66953.64,-66.95,-5.15,-334.77,-0.33,5,83,73,10,1974.4,3.0,117,88,29,-1972.9,-3.0,41.5,-1622.94,-2.49,7,450086.03,350.09,26.93,-92.66
15,80,1,2,4,2011-01-03,2024-08-01,4959,200,161,39,100000,21945.41,-78054.59,-78.05,-6.0,-390.27,-0.39,5,83,73,10,2294.7,3.99,117,88,29,-2295.0,-3.99,41.5,-1881.44,-3.32,7,450086.03,350.09,26.93,-95.12
15,80,1,2,5,2011-01-03,2024-08-01,4959,200,161,39,100000,14308.45,-85691.55,-85.69,-6.59,-428.46,-0.43,5,83,73,10,2506.62,4.99,117,88,29,-2510.6,-4.99,41.5,-2051.84,-4.15,7,450086.03,350.09,26.93,-96.82
15,80,1,3,1,2011-01-03,2024-08-01,4959,131,103,28,100000,80584.73,-19415.27,-19.42,-1.49,-148.21,-0.15,11,55,47,8,890.61,1.0,76,56,20,-899.98,-1.0,41.98,-745.86,-0.83,6,450086.03,350.09,26.93,-82.1
15,80,1,3,2,2011-01-03,2024-08-01,4959,131,103,28,100000,64102.26,-35897.74,-35.9,-2.76,-274.03,-0.27,11,55,47,8,1591.04,2.0,76,56,20,-1623.75,-2.0,41.98,-1339.66,-1.66,6,450086.03,350.09,26.93,-85.76
15,80,1,3,3,2011-01-03,2024-08-01,4959,131,103,28,100000,50285.67,-49714.33,-49.71,-3.82,-379.5,-0.38,11,55,47,8,2123.17,3.0,76,56,20,-2190.64,-3.0,41.98,-1798.83,-2.49,6,450086.03,350.09,26.93,-88.83
15,80,1,3,4,2011-01-03,2024-08-01,4959,131,103,28,100000,38908.72,-61091.28,-61.09,-4.7,-466.35,-0.47,11,55,47,8,2513.29,3.99,76,56,20,-2622.66,-3.99,41.98,-2143.31,-3.33,6,450086.03,350.09,26.93,-91.36
15,80,1,3,5,2011-01-03,2024-08-01,4959,131,103,28,100000,29768.73,-70231.27,-70.23,-5.4,-536.12,-0.54,11,55,47,8,2787.83,4.99,76,56,20,-2941.6,-4.99,41.98,-2393.01,-4.16,6,450086.03,350.09,26.93,-93.39
15,80,1,4,1,2011-01-03,2024-08-01,4959,97,75,22,100000,91028.4,-8971.6,-8.97,-0.69,-92.49,-0.09,21,44,36,8,937.54,1.0,53,39,14,-947.61,-1.0,45.36,-736.06,-0.78,5,450086.03,350.09,26.93,-79.78
15,80,1,4,2,2011-01-03,2024-08-01,4959,97,75,22,100000,82036.9,-17963.1,-17.96,-1.38,-185.19,-0.19,21,44,36,8,1763.1,2.0,53,39,14,-1802.63,-2.0,45.36,-1395.68,-1.55,5,450086.03,350.09,26.93,-81.77
15,80,1,4,3,2011-01-03,2024-08-01,4959,97,75,22,100000,73244.84,-26755.16,-26.76,-2.06,-275.83,-0.28,21,44,36,8,2472.92,2.99,53,39,14,-2557.81,-2.99,45.36,-1973.91,-2.33,5,450086.03,350.09,26.93,-83.73
15,80,1,4,4,2011-01-03,2024-08-01,4959,97,75,22,100000,64796.8,-35203.2,-35.2,-2.71,-362.92,-0.36,21,44,36,8,3072.59,3.99,53,39,14,-3215.04,-3.99,45.36,-2473.34,-3.11,5,450086.03,350.09,26.93,-85.6
15,80,1,4,5,2011-01-03,2024-08-01,4959,97,75,22,100000,56764.14,-43235.86,-43.24,-3.33,-445.73,-0.45,21,44,36,8,3565.89,4.99,53,39,14,-3776.14,-4.99,45.36,-2895.78,-3.89,5,450086.03,350.09,26.93,-87.39
15,80,1,5,1,2011-01-03,2024-08-01,4959,81,60,21,100000,91030.88,-8969.12,-8.97,-0.69,-110.73,-0.11,29,36,29,7,933.36,0.99,45,31,14,-946.0,-1.0,44.44,-708.22,-0.75,4,450086.03,350.09,26.93,-79.77
15,80,1,5,2,2011-01-03,2024-08-01,4959,81,60,21,100000,82385.26,-17614.74,-17.61,-1.35,-217.47,-0.22,29,36,29,7,1753.73,1.99,45,31,14,-1794.42,-1.99,44.44,-1340.25,-1.5,4,450086.03,350.09,26.93,-81.7
15,80,1,5,3,2011-01-03,2024-08-01,4959,81,60,21,100000,73945.0,-26055.0,-26.06,-2.0,-321.67,-0.32,29,36,29,7,2459.51,2.99,45,31,14,-2546.61,-2.99,44.44,-1896.52,-2.25,4,450086.03,350.09,26.93,-83.57
15,80,1,5,4,2011-01-03,2024-08-01,4959,81,60,21,100000,65932.2,-34067.8,-34.07,-2.62,-420.59,-0.42,29,36,29,7,3056.6,3.99,45,31,14,-3202.35,-3.99,44.44,-2378.01,-3.0,4,450086.03,350.09,26.93,-85.35
15,80,1,5,5,2011-01-03,2024-08-01,4959,81,60,21,100000,58370.88,-41629.12,-41.63,-3.2,-513.94,-0.51,29,36,29,7,3553.1,4.99,45,31,14,-3767.57,-4.99,44.44,-2789.79,-3.75,4,450086.03,350.09,26.93,-87.03
15,80,2,1,1,2011-01-03,2024-08-01,4959,272,205,67,100000,60991.38,-39008.62,-39.01,-3.0,-143.41,-0.14,2,75,64,11,1605.16,2.0,197,141,56,-809.11,-1.0,27.57,-795.44,-0.99,13,450086.03,350.09,26.93,-86.45
15,80,2,1,2,2011-01-03,2024-08-01,4959,272,205,67,100000,35435.54,-64564.46,-64.56,-4.97,-237.37,-0.24,2,75,64,11,2613.22,4.0,197,141,56,-1322.62,-2.0,27.57,-1293.55,-1.98,13,450086.03,350.09,26.93,-92.13
15,80,2,1,3,2011-01-03,2024-08-01,4959,272,205,67,100000,19608.12,-80391.88,-80.39,-6.18,-295.56,-0.3,2,75,64,11,3248.51,5.99,197,141,56,-1644.82,-3.0,27.57,-1604.2,-2.97,13,450086.03,350.09,26.93,-95.64
15,80,2,1,4,2011-01-03,2024-08-01,4959,272,205,67,100000,10343.58,-89656.42,-89.66,-6.9,-329.62,-0.33,2,75,64,11,3671.69,7.99,197,141,56,-1852.96,-4.0,27.57,-1806.92,-3.96,13,450086.03,350.09,26.93,-97.7
15,80,2,1,5,2011-01-03,2024-08-01,4959,272,205,67,100000,5231.53,-94768.47,-94.77,-7.29,-348.41,-0.35,2,75,64,11,3984.39,9.98,197,141,56,-1997.96,-4.99,27.57,-1952.65,-4.94,13,450086.03,350.09,26.93,-98.84
15,80,2,2,1,2011-01-03,2024-08-01,4959,160,123,37,100000,70297.71,-29702.29,-29.7,-2.28,-185.64,-0.19,9,42,39,3,1654.09,2.0,118,84,34,-840.46,-1.0,26.25,-752.12,-0.9,10,450086.03,350.09,26.93,-84.38
15,80,2,2,2,2011-01-03,2024-08-01,4959,160,123,37,100000,48047.92,-51952.08,-51.95,-4.0,-324.7,-0.32,9,42,39,3,2734.8,3.99,118,84,34,-1413.67,-2.0,26.25,-1258.88,-1.8,10,450086.03,350.09,26.93,-89.32
15,80,2,2,3,2011-01-03,2024-08-01,4959,160,123,37,100000,31939.34,-68060.66,-68.06,-5.24,-425.38,-0.43,9,42,39,3,3381.69,5.99,118,84,34,-1780.44,-3.0,26.25,-1577.82,-2.69,10,450086.03,350.09,26.93,-92.9
15,80,2,2,4,2011-01-03,2024-08-01,4959,160,123,37,100000,20706.46,-79293.54,-79.29,-6.1,-495.58,-0.5,9,42,39,3,3717.43,7.98,118,84,34,-1995.13,-3.99,26.25,-1759.81,-3.59,10,450086.03,350.09,26.93,-95.4
15,80,2,2,5,2011-01-03,2024-08-01,4959,160,123,37,100000,13077.9,-86922.1,-86.92,-6.69,-543.26,-0.54,9,42,39,3,3842.17,9.99,118,84,34,-2104.18,-4.99,26.25,-1847.81,-4.49,10,450086.03,350.09,26.93,-97.09
15,80,2,3,1,2011-01-03,2024-08-01,4959,98,70,28,100000,81339.4,-18660.6,-18.66,-1.44,-190.41,-0.19,23,26,21,5,1789.82,1.99,72,49,23,-905.5,-1.0,26.53,-802.31,-0.89,8,450086.03,350.09,26.93,-81.93
15,80,2,3,2,2011-01-03,2024-08-01,4959,98,70,28,100000,65139.8,-34860.2,-34.86,-2.68,-355.72,-0.36,23,26,21,5,3209.15,3.99,72,49,23,-1643.03,-2.0,26.53,-1453.36,-1.77,8,450086.03,350.09,26.93,-85.53
15,80,2,3,3,2011-01-03,2024-08-01,4959,98,70,28,100000,51455.8,-48544.2,-48.54,-3.73,-495.35,-0.5,23,26,21,5,4306.5,5.99,72,49,23,-2229.35,-3.0,26.53,-1969.18,-2.66,8,450086.03,350.09,26.93,-88.57
15,80,2,3,4,2011-01-03,2024-08-01,4959,98,70,28,100000,40047.95,-59952.05,-59.95,-4.61,-611.76,-0.61,23,26,21,5,5127.05,7.99,72,49,23,-2684.1,-3.99,26.53,-2367.58,-3.55,8,450086.03,350.09,26.93,-91.1
15,80,2,3,5,2011-01-03,2024-08-01,4959,98,70,28,100000,30767.12,-69232.88,-69.23,-5.33,-706.46,-0.71,23,26,21,5,5720.71,9.99,72,49,23,-3027.38,-4.99,26.53,-2667.07,-4.43,8,450086.03,350.09,26.93,-93.16
15,80,2,4,1,2011-01-03,2024-08-01,4959,69,48,21,100000,88315.69,-11684.31,-11.68,-0.9,-169.34,-0.17,38,19,15,4,1873.33,1.99,50,33,17,-945.55,-1.0,27.54,-814.89,-0.86,7,450086.03,350.09,26.93,-80.38
15,80,2,4,2,2011-01-03,2024-08-01,4959,69,48,21,100000,77150.29,-22849.71,-22.85,-1.76,-331.16,-0.33,38,19,15,4,3516.15,3.99,50,33,17,-1793.13,-1.99,27.54,-1543.06,-1.72,7,450086.03,350.09,26.93,-82.86
15,80,2,4,3,2011-01-03,2024-08-01,4959,69,48,21,100000,66685.11,-33314.89,-33.31,-2.56,-482.82,-0.48,38,19,15,4,4920.6,5.99,50,33,17,-2536.13,-2.99,27.54,-2179.27,-2.58,7,450086.03,350.09,26.93,-85.18
15,80,2,4,4,2011-01-03,2024-08-01,4959,69,48,21,100000,57066.13,-42933.87,-42.93,-3.3,-622.23,-0.62,38,19,15,4,6104.72,7.99,50,33,17,-3178.47,-3.99,27.54,-2727.59,-3.45,7,450086.03,350.09,26.93,-87.32
15,80,2,4,5,2011-01-03,2024-08-01,4959,69,48,21,100000,48382.97,-51617.03,-51.62,-3.97,-748.07,-0.75,38,19,15,4,7075.94,9.99,50,33,17,-3721.2,-4.99,27.54,-3189.46,-4.31,7,450086.03,350.09,26.93,-89.25
15,80,2,5,1,2011-01-03,2024-08-01,4959,59,40,19,100000,81695.16,-18304.84,-18.3,-1.41,-310.25,-0.31,55,13,12,1,1820.51,1.99,46,28,18,-912.42,-1.0,22.03,-799.01,-0.87,8,450086.03,350.09,26.93,-81.85
15,80,2,5,2,2011-01-03,2024-08-01,4959,59,40,19,100000,66245.99,-33754.01,-33.75,-2.6,-572.1,-0.57,55,13,12,1,3325.1,3.99,46,28,18,-1673.49,-1.99,22.03,-1464.25,-1.75,8,450086.03,350.09,26.93,-85.28
15,80,2,5,3,2011-01-03,2024-08-01,4959,59,40,19,100000,53302.84,-46697.16,-46.7,-3.59,-791.48,-0.79,55,13,12,1,4553.3,5.99,46,28,18,-2301.96,-2.99,22.03,-2012.53,-2.62,8,450086.03,350.09,26.93,-88.16
15,80,2,5,4,2011-01-03,2024-08-01,4959,59,40,19,100000,42598.21,-57401.79,-57.4,-4.42,-972.91,-0.97,55,13,12,1,5526.22,7.98,46,28,18,-2809.62,-3.99,22.03,-2453.91,-3.5,8,450086.03,350.09,26.93,-90.54
15,80,2,5,5,2011-01-03,2024-08-01,4959,59,40,19,100000,33818.06,-66181.94,-66.18,-5.09,-1121.73,-1.12,55,13,12,1,6281.66,9.98,46,28,18,-3213.99,-4.99,22.03,-2804.38,-4.37,8,450086.03,350.09,26.93,-92.49
15,80,3,1,1,2011-01-03,2024-08-01,4959,241,178,63,100000,52790.03,-47209.97,-47.21,-3.63,-195.89,-0.2,4,45,41,4,2059.78,2.99,196,137,59,-713.78,-1.0,18.67,-714.78,-1.02,22,450086.03,350.09,26.93,-88.27
15,80,3,1,2,2011-01-03,2024-08-01,4959,241,178,63,100000,26300.06,-73699.94,-73.7,-5.67,-305.81,-0.31,4,45,41,4,2864.7,5.99,196,137,59,-1033.73,-2.0,18.67,-1019.28,-2.03,22,450086.03,350.09,26.93,-94.16
15,80,3,1,3,2011-01-03,2024-08-01,4959,241,178,63,100000,12410.9,-87589.1,-87.59,-6.74,-363.44,-0.36,4,45,41,4,3054.58,8.99,196,137,59,-1148.19,-3.0,18.67,-1116.84,-3.05,22,450086.03,350.09,26.93,-97.24
15,80,3,1,4,2011-01-03,2024-08-01,4959,241,178,63,100000,5541.56,-94458.44,-94.46,-7.27,-391.94,-0.39,4,45,41,4,2989.01,11.97,196,137,59,-1168.18,-3.99,18.67,-1123.89,-4.06,22,450086.03,350.09,26.93,-98.77
15,80,3,1,5,2011-01-03,2024-08-01,4959,241,178,63,100000,2369.03,-97630.97,-97.63,-7.51,-405.11,-0.41,4,45,41,4,2846.82,14.94,196,137,59,-1151.72,-4.98,18.67,-1099.2,-5.07,22,450086.03,350.09,26.93,-99.47
15,80,3,2,1,2011-01-03,2024-08-01,4959,136,100,36,100000,61026.62,-38973.38,-38.97,-3.0,-286.57,-0.29,13,22,21,1,2353.91,2.99,114,79,35,-796.13,-1.0,16.18,-728.37,-0.92,13,450086.03,350.09,26.93,-86.44
15,80,3,2,2,2011-01-03,2024-08-01,4959,136,100,36,100000,36149.99,-63850.01,-63.85,-4.91,-469.49,-0.47,13,22,21,1,3727.3,5.99,114,79,35,-1279.39,-2.0,16.18,-1167.68,-1.83,13,450086.03,350.09,26.93,-91.97
15,80,3,2,3,2011-01-03,2024-08-01,4959,136,100,36,100000,20788.25,-79211.75,-79.21,-6.09,-582.44,-0.58,13,22,21,1,4462.55,8.98,114,79,35,-1556.03,-2.99,16.18,-1416.86,-2.75,13,450086.03,350.09,26.93,-95.38
15,80,3,2,4,2011-01-03,2024-08-01,4959,136,100,36,100000,11657.73,-88342.27,-88.34,-6.8,-649.58,-0.65,13,22,21,1,4799.95,11.98,114,79,35,-1701.24,-3.99,16.18,-1545.8,-3.66,13,450086.03,350.09,26.93,-97.41
15,80,3,2,5,2011-01-03,2024-08-01,4959,136,100,36,100000,6360.02,-93639.98,-93.64,-7.2,-688.53,-0.69,13,22,21,1,4895.78,14.97,114,79,35,-1766.2,-4.99,16.18,-1601.68,-4.57,13,450086.03,350.09,26.93,-98.59
15,80,3,3,1,2011-01-03,2024-08-01,4959,86,58,28,100000,73666.46,-26333.54,-26.33,-2.03,-306.2,-0.31,32,14,12,2,2574.26,2.99,72,46,26,-866.29,-1.0,16.28,-803.21,-0.92,13,450086.03,350.09,26.93,-83.63
15,80,3,3,2,2011-01-03,2024-08-01,4959,86,58,28,100000,53446.62,-46553.38,-46.55,-3.58,-541.32,-0.54,32,14,12,2,4424.49,5.99,72,46,26,-1506.89,-2.0,16.28,-1395.42,-1.85,13,450086.03,350.09,26.93,-88.13
15,80,3,3,3,2011-01-03,2024-08-01,4959,86,58,28,100000,38266.72,-61733.28,-61.73,-4.75,-717.83,-0.72,32,14,12,2,5684.38,8.98,72,46,26,-1962.7,-2.99,16.28,-1814.91,-2.78,13,450086.03,350.09,26.93,-91.5
15,80,3,3,4,2011-01-03,2024-08-01,4959,86,58,28,100000,27049.62,-72950.38,-72.95,-5.61,-848.26,-0.85,32,14,12,2,6477.93,11.98,72,46,26,-2272.8,-3.99,16.28,-2098.15,-3.7,13,450086.03,350.09,26.93,-93.99
15,80,3,3,5,2011-01-03,2024-08-01,4959,86,58,28,100000,18873.9,-81126.1,-81.13,-6.24,-943.33,-0.94,32,14,12,2,6906.29,14.98,72,46,26,-2469.64,-4.99,16.28,-2275.56,-4.63,13,450086.03,350.09,26.93,-95.81
