Start Date,End Date,Backtest Duration,Total Trades,Total Buys,Total Sells,Initial Balance,Final Balance,Total Returns,Total Returns (%),Annualised Returns (%),Average Returns,Average Returns (%),Average Trade Duration,Number of Winners,Number of Long Winners,Number of Short Winners,Average Winner Returns,Average Winner Returns (%),Number of Losers,Number of Long Losers,Number of Short Losers,Average Loser Returns,Average Loser Returns (%),Win Rate (%),Average Drawdown,Average Drawdown (%),Max Loss Streak,Buy and Hold Returns,Buy and Hold Returns (%),Annualised Buy and Hold Returns (%),Performance vs Buy and Hold (%)
2011-01-03,2024-08-01,4959,32,32,0,100000,634736.17,534736.17,534.74,41.13,16710.51,16.71,140,9,9,0,95362.62,39.98,23,23,0,-14066.41,-5.0,28.12,-11277.05,-4.11,6,450086.03,350.09,26.93,41.03
